transaction_amount,transaction_hour,customer_age,is_international,past_failed_transactions,fraud_label
35661.670597261036,23,28.42101511425259,0,1,0
75808.82643539048,20,45.40642442799668,0,3,0
1537.9095141126113,19,38.47389841708555,0,0,0
11695.656786640931,22,39.060851098744294,0,1,0
4695.6639379731,16,22.334611710550284,0,3,0
4168.807351665117,5,46.6729071738378,0,2,0
85560.51234269961,14,18.0,0,3,0
70395.42015206437,7,43.34055451849369,0,0,0
47469.96552582378,6,44.34311737670771,0,3,0
9873.632649035048,1,30.675988127220386,0,2,0
49212.425924171555,12,47.72910217247424,0,2,0
47399.82990097851,22,34.36902447045654,0,1,0
17402.86680401052,5,35.62431703327443,0,4,0
43441.779758873505,4,38.39528787404216,0,0,1
39910.622966297604,19,66.86574911811056,0,4,0
61623.424795416424,0,48.44433908083005,0,1,0
63545.85572167762,17,42.01131200712918,0,0,0
4625.8705762272475,14,25.871955133988052,0,2,0
37523.80020118447,22,36.43589825479492,0,2,0
62623.40557985222,9,26.868759061536135,0,2,0
50363.31223215076,2,43.22110847282813,0,1,0
85663.3351347134,4,36.404669757348564,0,3,1
65903.49379873261,23,23.754783203861045,0,1,0
16377.149265434826,12,35.81124583418503,1,0,0
7149.817865302942,7,26.505825302836946,1,1,0
64277.68589281093,21,36.51216221337547,0,3,1
2748.479923108019,20,26.409226836347436,0,1,0
58618.980569218984,1,35.27487633360813,0,1,0
94029.00111835326,8,42.50469861935095,0,1,0
57589.87036980031,16,34.46948008074894,1,1,1
38878.17562803154,17,31.091117328276113,0,3,0
64364.493022391085,12,37.032762210574624,0,2,0
45879.46376010251,0,41.97182620792853,0,4,0
54607.1172526619,11,23.928167301182395,0,1,0
94152.33439677487,19,37.606561547052024,0,0,1
38671.653516297345,19,48.175408190174,1,4,0
96122.93732600904,20,40.73656963276715,0,0,0
90544.52913141077,4,35.57754146667228,0,0,1
19659.534365450716,7,41.39737506698895,0,4,0
7029.193957429029,14,39.52496456102682,0,2,0
10167.722337604922,2,42.53601109159814,0,1,0
1920.3603825898178,5,18.0,0,1,0
9534.851779517247,12,19.465438663367348,0,1,0
68332.37666429405,11,45.04829149483237,1,3,0
7211.745981176876,18,19.947208238385592,0,0,0
31965.665466346753,17,39.01538635719205,0,1,0
84503.04356584851,23,31.47950343967708,0,1,0
2424.866380009004,0,25.03810754404003,0,1,0
81465.40141063469,6,38.496497571474734,0,0,0
28257.291999862653,11,37.0103350371657,0,3,0
11904.66627940346,9,56.10342652096378,1,4,1
69704.04281987865,11,28.751887954641106,0,0,0
62931.39039331041,10,49.40110120069174,0,3,0
87759.45415135259,3,38.524229143843144,0,4,1
73533.5972760082,18,28.389781184572875,0,1,0
80367.74494544638,5,42.99246457517245,0,1,1
28275.253799873517,8,40.65738504453951,0,0,0
17826.210423594308,19,35.35843294858049,0,2,1
75086.41368892175,9,37.66295356440624,0,3,0
80702.79045279967,4,29.030129689544683,0,1,1
99051.46368586726,12,26.74212874745493,0,2,0
41320.50592345151,8,42.59442173822583,1,0,0
37264.606770699036,1,32.76060575686726,1,0,1
77663.65477812548,17,34.199170017509076,0,1,0
34146.27367127648,20,37.79821595944277,0,4,0
93082.65682779612,0,37.65288344783808,1,1,1
85855.43390911688,23,20.706735290259353,0,0,0
42956.50333476433,20,47.862520864548586,0,2,0
75112.01967237059,11,36.21182151900678,0,1,0
75478.83312105977,9,32.973467371778504,0,4,0
10402.074496709667,1,39.308460051697466,0,1,0
90265.03537728872,8,37.36542193614863,0,1,1
50574.712007540926,1,42.67062689489702,0,0,0
82663.10086416338,22,40.37983672150941,0,2,0
32072.955142958115,23,42.17846228996267,0,0,0
89562.77052677043,21,48.50993905727516,0,0,0
38981.2477055429,13,43.83624548970972,0,3,0
1182.6813828818063,10,33.39513779671437,0,2,0
90547.65944428444,22,23.770988439231672,0,5,1
9219.539010934743,10,51.67797933004515,0,1,0
31999.432395282445,16,32.62276626652887,0,3,0
95011.19050837541,3,30.268925866394778,1,1,1
95065.65397906186,12,18.0,0,6,0
57386.44502351628,6,38.384731053121115,0,1,0
63220.53749576295,15,36.488866039537704,1,4,1
44899.707645634146,0,19.848850637505194,0,1,0
29391.756092636646,12,39.53274042133176,0,1,0
32933.588082454604,0,30.01808079298561,0,4,0
67284.59376209613,10,61.90315007288694,0,0,0
75262.21549082424,5,29.306388079091317,0,2,0
79178.74646821227,19,30.64806667802207,0,0,0
78982.85246517594,2,26.25223775745632,0,1,0
9211.489694564169,11,47.77876521041972,1,0,0
49492.58843978789,4,31.272242055352468,0,4,0
5850.120125662764,8,27.750858462345033,0,1,0
54997.93534414118,11,42.06955009920542,0,1,0
44208.89708720036,9,21.196470645868146,0,3,0
88781.64785755414,18,41.25110546248948,0,3,0
35156.40975395266,4,52.813997166008576,0,2,0
11794.994941117826,4,40.66607832835089,1,0,1
14384.869037078302,8,41.37898316259925,0,1,0
76174.91210857547,19,43.70060216907484,0,0,0
61859.98452529448,16,52.09708028675519,1,2,1
10202.155344666746,9,47.098939600191045,0,2,0
8502.269930888244,20,39.39669722273024,0,3,0
70126.81623276608,0,44.03891400636002,0,0,1
7369.024335782933,21,26.140650745348893,0,1,0
82203.81992310658,15,42.76293590747322,0,0,0
70653.59849293398,14,24.944440288162525,1,0,0
8226.743186125786,22,31.32977581368373,1,1,0
8575.287637110672,16,18.0,0,2,0
98665.29389226742,19,39.01429659367462,0,1,0
37489.65249603642,12,28.561279888916474,0,2,0
37127.1504919824,0,46.11145215204463,0,7,0
81298.6767690245,7,38.90192610605403,0,1,0
94730.13288064748,4,46.24095894701625,0,5,0
98601.5062759048,5,24.16403455327462,0,2,1
75362.48070736828,22,45.38386037159633,0,2,0
37688.332594538486,19,56.05856344363327,1,0,1
8441.72159819701,13,42.64158299931894,0,0,0
77736.97690115093,21,42.903490086922886,0,0,0
55884.58454860692,22,36.695976763949346,0,0,0
42479.77872377293,10,29.753312194346357,0,2,0
90644.80307096413,5,42.61192372701509,0,2,0
11208.628482384518,10,19.939170895979316,1,2,0
49313.24791865683,12,30.822448750791835,0,0,0
1234.229112265165,11,18.0,0,3,0
46919.19813521321,21,27.963436226849172,0,3,0
5724.697240615551,1,41.420450918935614,0,1,0
11969.909835180384,20,40.053933762204636,0,2,0
11840.872053032777,2,35.50913695535473,0,1,0
64956.10918139475,22,36.704009940620104,0,0,0
74629.88343861578,3,18.0,0,2,0
58378.539633206245,16,31.27437719429085,0,0,0
96221.03759260674,21,28.1864839356479,0,1,0
37549.57089441804,5,28.409403094854593,0,1,0
28642.637419557886,6,40.99578627813753,0,4,0
86873.05290612708,14,26.394926734946896,0,6,1
22437.22426809332,10,28.953191498725893,1,5,1
96325.93169011707,23,18.0,1,0,0
1314.2320215126524,2,32.058768196238304,0,4,0
96990.89478809314,5,24.121624522863804,0,0,0
4411.675203862554,1,35.79202928689644,0,2,0
89125.1970584373,13,25.488919532575352,0,1,0
52817.34079772136,8,36.045422455492165,1,0,0
99297.1831323181,17,33.55314239257657,0,0,0
7472.276817066347,18,51.72041773042321,1,5,1
55430.043011691945,11,39.97217980453193,0,2,0
96933.32330834799,12,18.0,0,3,1
52357.47463259787,11,22.351111558972917,0,2,0
62976.92394971273,11,35.55208008992333,1,2,1
69605.29402956326,17,25.701520516073494,0,1,1
45508.652370300544,8,18.0,0,4,0
62793.052200397935,16,48.495463138337435,0,1,0
58472.99976111772,20,42.20224016905408,1,1,0
90125.6852480498,15,40.209768734917716,0,3,0
4640.093396111642,16,28.92676954529085,0,1,0
28168.222640263808,20,39.27676771009929,0,1,0
95046.10725924822,23,27.956396757791182,1,0,1
89037.35201070254,7,37.04857300217691,0,1,0
45620.10960329272,10,25.794167741635228,0,0,0
62051.24652037352,23,50.16288450556014,0,0,0
27810.380179815154,1,19.297633459181554,0,0,0
18893.303856403756,7,47.32283829510831,0,1,0
46423.47065350422,11,35.389158280173305,0,2,0
35399.88757980268,20,30.105330046580093,0,2,0
58407.24557390212,0,36.67002921695738,0,3,0
7865.690232801985,22,42.33348007178181,0,0,0
97442.04128585003,12,48.66746736694397,0,2,0
98622.45337351233,21,38.13143023133532,1,1,1
69846.35523057255,20,26.093039147377226,0,0,0
53656.026997777626,16,35.556301237657884,0,2,0
31021.808867004143,13,53.16793236662373,0,2,0
81398.12246872418,13,48.476780855126236,0,3,0
68504.64413813254,15,44.08763478124359,0,0,1
16345.43224055464,16,42.956870201223865,1,2,0
91101.62573093486,5,41.99450090606542,0,1,0
82271.47056802458,6,46.587548345098696,0,0,0
94985.01133786321,0,30.433712142780948,0,1,0
72599.37888799715,14,21.44913934224994,0,2,0
61380.17807398541,19,35.69003500737061,0,2,0
41882.479325432825,20,26.82418413222309,0,2,0
93279.57548706593,17,24.449792446228155,0,0,1
86619.78256109079,12,27.79721423412068,0,1,1
4617.345143608321,23,59.85313924533686,1,2,0
2734.0607522754754,1,36.36124634075844,0,0,0
37708.690351117155,18,38.61907836360988,0,1,0
81074.27774510511,14,22.77637192995746,0,1,0
98728.88531856296,11,18.0,1,1,0
15126.647421242465,14,26.809473568811942,0,0,0
59453.6584636783,17,49.381955852087486,1,2,1
38150.99657743905,13,38.34275466076521,0,1,0
96994.44834167886,5,40.98595091444392,0,1,0
84227.6804212573,11,42.38566039202061,0,2,0
83849.03760064267,19,29.086506202017222,0,0,0
46922.446663517534,22,48.87965583973367,0,0,0
41540.468283532755,5,28.671924007778177,0,0,0
27413.366485877552,8,49.06232359262553,0,1,0
5731.912115427619,3,39.42302156135341,0,1,0
86485.76538787982,16,18.0,1,2,1
81308.81081209474,1,27.519905133994648,0,0,1
99971.79556128445,15,18.0,0,0,0
99664.02002368314,23,46.63282132794208,1,0,1
55587.62738970248,13,34.752645791975986,0,1,0
76921.842776533,7,18.0,0,2,0
94482.09641525456,13,38.75746881719658,0,4,1
84979.7743286734,1,29.6283573761168,1,0,1
24810.075364145447,15,20.161941449666767,0,0,0
45109.35911747834,3,51.77965836968697,0,0,0
13003.025573634348,0,36.072858660965785,0,2,0
95409.69762314636,22,32.065685976866874,0,1,0
60656.84598164292,19,31.00575219013983,0,0,0
22941.416269795925,13,19.867205308422278,0,1,0
67202.8983721451,7,21.954511004158906,0,3,0
61851.01122174379,2,47.84916784875083,1,2,1
35880.455531480766,4,30.26117130214281,0,3,0
11444.403460742938,5,35.220677009368636,0,2,0
67190.16223972068,21,18.0,0,3,1
52078.73932028895,7,21.819079642044944,0,0,0
77254.60733439037,5,41.098125198747525,0,0,0
52064.33376108814,5,38.777117601138336,0,1,0
85232.93188182215,3,52.53375198724316,0,2,1
55235.49319357111,6,48.42956331631226,0,0,0
56137.703356385085,23,32.69289027515177,0,2,0
87677.69490556867,18,39.72953564713271,0,6,1
40407.93833461846,6,31.833965570969262,1,0,0
13488.121322219009,2,55.54809818638648,0,1,0
2975.3893637025635,7,46.490146960524,0,1,0
75538.21184179453,0,36.69685090857751,0,1,0
62068.92418021112,0,37.00394784876352,0,2,1
70437.56883311244,13,49.44850287259808,0,1,0
21375.119734740183,5,40.79577847113847,0,0,0
13723.510411118299,9,50.58628017070086,1,2,0
1553.0121002214046,13,18.0,0,1,0
35123.697124779035,3,39.61228261498798,0,2,0
59032.776916777846,5,29.84565135318615,0,4,0
39285.18010546326,15,52.56377987627992,0,1,0
43803.74471017053,20,50.46398687189829,0,2,0
90425.45357992547,0,35.328358091013065,0,1,1
34890.7211556277,5,50.356309788110316,0,0,0
51447.5499670651,8,52.83114519992506,0,1,0
78386.93597284019,14,35.744066719261475,0,0,1
39714.62395389489,11,59.71933772431858,0,1,0
62246.46135276456,2,34.68658847330278,0,1,0
86250.13450379984,10,32.85479049664091,0,0,0
94957.11030339845,14,43.65872588584343,0,4,0
14792.64074481089,2,31.46209268857686,0,2,0
92666.10375363329,13,35.85339775794894,0,1,0
49262.41767864586,1,49.0943442405091,0,1,0
25898.614391065938,3,35.19218852217271,0,0,0
45967.662048202306,18,18.049822070246925,0,2,0
98005.25427101916,11,38.673193878491965,0,0,0
49312.547589887676,1,28.037064209476053,0,0,0
32942.28586772207,16,43.652711572945464,0,0,0
